,Rating,Type,Size,Reviews,Installs
4993,3.3,Free,46,25,"1,000+"
4994,3.0,Free,33,2,100+
4995,3.9,Free,43,145931,"10,000,000+"
4996,4.2,Free,56,1343106,"10,000,000+"
4997,3.9,Free,2.8,54,"10,000+"
4998,4.1,Free,26,21,"5,000+"
4999,4.6,Free,8.8,5,500+
5000,4.4,Free,4.2,9,"5,000+"
5001,3.8,Free,7.0,71,"10,000+"
5002,4.4,Free,38,243121,"5,000,000+"
5003,4.9,Free,2.1,23,100+
5004,3.6,Free,12,33812,"5,000,000+"
5005,4.3,Free,58,47,"1,000+"
5006,3.6,Free,18,283,"50,000+"
5007,4.1,Free,20,82827,"10,000,000+"
5008,3.4,Free,8.0,803,"50,000+"
5009,4.5,Free,3.0,302,"50,000+"
5010,4.7,Free,12,19,"1,000+"
5011,4.5,Free,8.0,459,"10,000+"
5012,4.4,Free,28,71,"10,000+"
5013,4.3,Free,29,218,"10,000+"
5014,4.6,Free,4.7,218451,"10,000,000+"
5015,4.2,Free,40,1291,"50,000+"
5016,4.8,Free,14,57400,"500,000+"
5017,4.6,Free,Varies with devic,284670,"10,000,000+"
5018,4.8,Free,16,445756,"10,000,000+"
5019,4.6,Free,9.7,361780,"10,000,000+"
5020,4.6,Free,49,41608,"1,000,000+"
5021,4.6,Free,3.7,9952,"100,000+"
5022,4.1,Free,Varies with devic,24456,"1,000,000+"
5023,4.7,Free,27,2319,"50,000+"
5024,4.7,Free,3.6,7878,"1,000,000+"
5025,4.8,Free,5.3,6696,"100,000+"
5026,3.6,Free,2.4,4832,"1,000,000+"
5027,4.7,Free,8.5,173394,"5,000,000+"
5028,4.6,Free,6.7,2654,"100,000+"
5029,4.5,Free,Varies with devic,96419,"5,000,000+"
5030,4.7,Free,9.0,13620,"500,000+"
5031,4.5,Free,266,199,"10,000+"
5032,4.3,Free,Varies with devic,979,"50,000+"
5033,4.5,Free,27,12322,"500,000+"
5034,4.8,Free,67,29551,"1,000,000+"
5035,4.7,Free,22,47463,"1,000,000+"
5036,4.7,Paid,11,1340,"10,000+"
5037,4.7,Free,68,55011,"1,000,000+"
5038,4.7,Free,40,7116,"100,000+"
5039,4.7,Free,15,759,"50,000+"
5040,4.7,Free,Varies with devic,497826,"10,000,000+"
5041,4.7,Free,23,1777,"50,000+"
5042,4.6,Free,4.2,518,"50,000+"
5043,4.7,Free,2.9,1201,"100,000+"
5044,4.7,Free,Varies with devic,1133393,"10,000,000+"
5045,4.6,Free,85,3234,"100,000+"
5046,3.8,Paid,1.8,3547,"100,000+"
5047,3.9,Free,1.1,1455,"10,000+"
5048,4.0,Free,22,141584,"10,000,000+"
5049,4.0,Paid,8.7,856,"10,000+"
5050,3.8,Paid,2.6,411,"10,000+"
5051,4.1,Paid,4.7,1867,"50,000+"
5052,2.9,Paid,2.9,41,"1,000+"
5053,3.8,Paid,22,93,"1,000+"
5054,3.5,Paid,965,472,"5,000+"
5055,4.2,Paid,1.8,134,"1,000+"
5056,4.6,Paid,2.0,459,"10,000+"
5057,4.4,Paid,2.7,201,"5,000+"
5058,4.4,Free,56,208501,"1,000,000+"
5059,4.1,Paid,2.7,129,"1,000+"
5060,3.9,Free,2.9,213,"1,000+"
5061,3.6,Paid,4.9,217,"10,000+"
5062,4.0,Paid,20,630,"10,000+"
5063,3.8,Free,12,39,"10,000+"
5064,4.3,Paid,3.8,180,"5,000+"
5065,4.6,Free,4.2,68,"10,000+"
5066,3.6,Paid,1.4,126,"5,000+"
5067,3.9,Free,21,4581,"100,000+"
5068,4.0,Paid,41,36,"1,000+"
5069,4.2,Free,Varies with devic,1313,"100,000+"
5070,4.2,Free,57,1493,"100,000+"
5071,4.2,Free,15,4537,"100,000+"
5072,4.5,Free,5.1,5849,"500,000+"
5073,4.7,Free,31,327,"10,000+"
5074,3.5,Free,28,33944,"1,000,000+"
5075,4.5,Free,39,10256,"1,000,000+"
5076,4.0,Free,Varies with devic,484858,"10,000,000+"
5077,4.6,Free,34,8004,"100,000+"
5078,4.2,Free,Varies with devic,636228,"10,000,000+"
5079,4.3,Free,31,931503,"10,000,000+"
5080,4.1,Free,76,245839,"10,000,000+"
5081,4.5,Free,40,68072,"5,000,000+"
5082,4.2,Free,46,210317,"10,000,000+"
5083,4.5,Free,8.7,1333338,"10,000,000+"
5084,4.4,Free,80,899748,"10,000,000+"
5085,3.7,Free,24,23729,"1,000,000+"
5086,4.4,Free,21,406511,"5,000,000+"
5087,4.3,Free,Varies with devic,315390,"10,000,000+"
5088,4.3,Free,9.7,179139,"5,000,000+"
5089,4.3,Free,12,104389,"5,000,000+"
5090,4.5,Free,Varies with devic,10847682,"1,000,000,000+"
5091,4.5,Free,Varies with devic,559931,"10,000,000+"
5092,3.8,Free,57,130689,"5,000,000+"
5093,4.5,Free,81,234971,"1,000,000+"
5094,4.5,Free,Varies with devic,228737,"10,000,000+"
5095,4.4,Free,6.7,72202,"1,000,000+"
5096,4.7,Free,3.8,2570,"100,000+"
5097,3.5,Free,5.9,14145,"1,000,000+"
5098,4.9,Free,46,25,"5,000+"
5099,4.0,Free,3.3,9,"1,000+"
5100,4.1,Free,48,21223,"1,000,000+"
5101,4.2,Free,33,32,"10,000+"
5102,4.4,Free,99,438911,"10,000,000+"
5103,4.1,Free,4.5,2063,"100,000+"
5104,4.6,Free,28,45771,"1,000,000+"
5105,4.6,Paid,8.1,7148,"100,000+"
5106,4.7,Paid,21,19209,"100,000+"
5107,4.5,Free,56,29495,"1,000,000+"
5108,4.6,Free,25,666246,"10,000,000+"
5109,4.4,Free,26,1721943,"10,000,000+"
5110,4.4,Free,99,8219586,"100,000,000+"
5111,4.2,Free,25,690148,"10,000,000+"
5112,4.4,Free,99,579519,"10,000,000+"
5113,4.0,Free,43,170973,"5,000,000+"
5114,4.2,Free,17,62636,"1,000,000+"
5115,4.2,Free,80,123136,"5,000,000+"
5116,4.2,Free,44,250197,"5,000,000+"
5117,4.8,Free,Varies with devic,221722,"10,000,000+"
5118,3.7,Free,Varies with devic,29838,"5,000,000+"
5119,3.4,Free,12,1012,"100,000+"
5120,4.3,Free,100,183004,"10,000,000+"
5121,4.3,Free,69,143087,"1,000,000+"
5122,4.6,Free,90,652940,"10,000,000+"
5123,4.2,Free,88,336386,"10,000,000+"
5124,4.6,Free,64,5195,"100,000+"
5125,4.1,Free,39,91935,"10,000,000+"
5126,4.4,Free,54,1381624,"10,000,000+"
5127,4.6,Free,56,92522,"5,000,000+"
5128,4.3,Free,14,45370,"1,000,000+"
5129,4.4,Free,Varies with devic,41269,"1,000,000+"
5130,4.7,Free,75,394842,"10,000,000+"
5131,4.2,Free,13,1008012,"50,000,000+"
5132,3.8,Free,8.1,302,"10,000+"
5133,4.3,Free,Varies with devic,1231,"100,000+"
5134,3.7,Free,20,1443,"100,000+"
5135,4.3,Free,57,148083,"10,000,000+"
5136,2.9,Free,31,31596,"5,000,000+"
5137,4.3,Free,39,598975,"10,000,000+"
5138,4.3,Free,29,275,"10,000+"
5139,4.0,Free,3.6,64164,"10,000,000+"
5140,3.3,Free,3.8,16063,"1,000,000+"
5141,4.5,Free,4.6,76616,"1,000,000+"
5142,4.1,Free,545,22,"5,000+"
5143,5.0,Free,2.1,3,"1,000+"
5144,3.9,Free,61,684,"100,000+"
5145,4.6,Free,13,117,"10,000+"
5146,4.0,Free,2.8,177,"10,000+"
5147,3.6,Free,9.9,188,"10,000+"
5148,4.0,Free,2.5,22,"10,000+"
5149,4.5,Free,5.4,19,"5,000+"
5150,2.9,Free,1.3,45,"5,000+"
5151,4.2,Free,2.5,25,"1,000+"
5152,4.5,Free,283,23,"5,000+"
5153,4.6,Free,1.6,513,"10,000+"
5154,4.7,Free,25,11018,"500,000+"
5155,4.2,Free,5.4,676,"100,000+"
5156,4.7,Paid,1.5,3,"1,000+"
5157,4.7,Paid,5.3,3,10+
5158,3.9,Free,2.0,478,"100,000+"
5159,4.7,Free,5.4,55,"10,000+"
5160,3.7,Free,41,88,"10,000+"
5161,4.8,Free,5.4,21,"5,000+"
5162,4.0,Free,2.4,138,"10,000+"
5163,4.6,Free,5.4,87,"10,000+"
5164,4.4,Free,9.0,105,"10,000+"
5165,4.3,Free,25,13166,"1,000,000+"
5166,4.7,Paid,1.2,7,100+
5167,3.6,Paid,45,5,500+
5168,4.4,Free,5.3,29,"5,000+"
5169,4.6,Free,3.2,70,"1,000+"
5170,2.9,Paid,73,10,100+
5171,4.5,Free,5.4,242,"50,000+"
5172,5.0,Paid,655,1,10+
5173,3.7,Free,5.6,3743,"1,000,000+"
5174,3.7,Free,9.5,37,"5,000+"
5175,4.2,Free,5.4,19,"5,000+"
5176,3.0,Free,2.6,5,"1,000+"
5177,5.0,Paid,96,1,10+
5178,4.4,Paid,73,129409,"1,000,000+"
5179,4.7,Free,5.4,7,"1,000+"
5180,4.3,Free,35,22667,"1,000,000+"
5181,3.9,Free,48,10114,"100,000+"
5182,4.4,Free,Varies with devic,48427,"500,000+"
5183,4.3,Free,37,4704,"100,000+"
5184,4.6,Free,26,28,500+
5185,4.5,Free,2.9,11,500+
5186,3.9,Free,714,265,"10,000+"
5187,4.7,Free,12,57,"1,000+"
5188,4.3,Free,Varies with devic,541661,"10,000,000+"
5189,5.0,Free,52,4,50+
5190,5.0,Free,Varies with devic,25,"1,000+"
5191,5.0,Free,49,1,10+
5192,4.4,Free,Varies with devic,2052407,"50,000,000+"
5193,2.7,Free,37,560,"10,000+"
5194,4.6,Free,2.0,41000,"1,000,000+"
5195,4.4,Free,Varies with devic,616742,"10,000,000+"
5196,4.4,Free,82,161637,"10,000,000+"
5197,4.1,Free,Varies with devic,349151,"50,000,000+"
5198,3.8,Free,Varies with devic,169369,"10,000,000+"
5199,4.4,Free,37,218881,"5,000,000+"
5200,4.6,Free,48,31134,"1,000,000+"
5201,4.1,Free,54,242722,"10,000,000+"
5202,4.5,Free,46,244039,"5,000,000+"
5203,4.2,Free,51,720685,"10,000,000+"
5204,4.7,Free,48,84389,"1,000,000+"
5205,4.3,Free,55,137696,"5,000,000+"
5206,4.3,Free,Varies with devic,322976,"5,000,000+"
5207,4.2,Free,25,254,"10,000+"
5208,3.8,Free,33,898,"100,000+"
5209,4.0,Free,100,22435,"1,000,000+"
5210,4.3,Free,70,308944,"5,000,000+"
5211,4.6,Free,Varies with devic,16801,"1,000,000+"
5212,4.3,Free,9.2,906,"50,000+"
5213,4.3,Free,43,391325,"10,000,000+"
5214,4.3,Free,91,28735,"1,000,000+"
5215,4.7,Free,29,580160,"5,000,000+"
5216,4.6,Free,Varies with devic,353813,"10,000,000+"
5217,4.4,Free,44,862,"100,000+"
5218,3.8,Free,30,17,"1,000+"
5219,4.6,Free,99,1226514,"10,000,000+"
5220,4.6,Free,90,19070,"100,000+"
5221,4.5,Free,72,118,"50,000+"
5222,4.5,Free,47,20247,"5,000,000+"
5223,3.9,Free,23,63640,"10,000,000+"
5224,4.4,Free,Varies with devic,25717,"1,000,000+"
5225,3.8,Free,26,1363,"100,000+"
5226,4.3,Free,5.0,1602,"100,000+"
5227,4.3,Free,Varies with devic,1017237,"50,000,000+"
5228,3.7,Free,20,128,"10,000+"
5229,3.2,Free,30,1354,"100,000+"
5230,4.0,Free,37,211,"10,000+"
5231,3.8,Free,28,410,"10,000+"
5232,4.4,Free,85,83,"10,000+"
5233,3.8,Free,Varies with devic,1745,"1,000,000+"
5234,3.4,Free,22,131,"5,000+"
5235,2.9,Free,82,53,"10,000+"
5236,4.5,Paid,65,20,"1,000+"
5237,3.7,Free,43,25,"5,000+"
5238,3.8,Free,80,469,"10,000+"
5239,4.1,Free,21,25195,"1,000,000+"
5240,4.1,Free,93,9636,"1,000,000+"
5241,3.7,Free,90,22,"5,000+"
5242,3.6,Free,67,153,"10,000+"
5243,3.0,Free,32,17,"1,000+"
5244,4.1,Free,2.7,1152,"100,000+"
5245,3.8,Free,36,20,"1,000+"
5246,4.2,Free,35,29,"5,000+"
5247,4.4,Free,41,36268,"1,000,000+"
5248,4.5,Free,Varies with devic,153,"10,000+"
5249,3.6,Free,71,740,"50,000+"
5250,3.6,Free,70,284,"10,000+"
5251,3.7,Free,22,20879,"1,000,000+"
5252,3.9,Free,14,76340,"5,000,000+"
5253,4.2,Free,Varies with devic,2563,"100,000+"
5254,4.1,Free,53,4374,"100,000+"
5255,4.5,Paid,872,23966,"1,000,000+"
5256,2.8,Free,1.3,961,"100,000+"
5257,2.6,Free,1.6,114,"10,000+"
5258,4.3,Free,Varies with devic,246201,"10,000,000+"
5259,4.4,Free,56,125652,"10,000,000+"
5260,4.1,Free,3.4,1407,"100,000+"
5261,4.0,Free,3.1,448,"50,000+"
5262,4.3,Free,20,11379,"500,000+"
5263,3.9,Paid,6.2,2057,"50,000+"
5264,3.5,Free,121,28,"1,000+"
5265,3.7,Free,Varies with devic,42329,"5,000,000+"
5266,4.3,Free,95,344283,"10,000,000+"
5267,4.3,Free,9.4,258717,"10,000,000+"
5268,4.1,Free,Varies with devic,40437,"5,000,000+"
5269,4.2,Free,Varies with devic,51787,"5,000,000+"
5270,4.3,Free,2.5,531074,"10,000,000+"
5271,4.2,Free,Varies with devic,171052,"10,000,000+"
5272,4.6,Free,93,807155,"10,000,000+"
5273,4.3,Free,70,480208,"500,000,000+"
5274,4.1,Free,1.7,29867,"5,000,000+"
5275,4.4,Free,37,450013,"10,000,000+"
5276,4.4,Free,70,228130,"5,000,000+"
5277,4.1,Free,Varies with devic,111465,"5,000,000+"
5278,4.2,Free,Varies with devic,348132,"100,000,000+"
5279,4.4,Free,Varies with devic,155693,"5,000,000+"
5280,4.3,Free,Varies with devic,81668,"5,000,000+"
5281,2.4,Free,3.3,11773,"1,000,000+"
5282,4.5,Free,16,870928,"50,000,000+"
5283,4.3,Free,Varies with devic,495748,"50,000,000+"
5284,4.5,Free,19,407788,"5,000,000+"
5285,4.5,Free,22,118285,"1,000,000+"
5286,4.3,Free,Varies with devic,347086,"10,000,000+"
5287,4.4,Free,68,379245,"10,000,000+"
5288,4.3,Free,Varies with devic,144873,"10,000,000+"
5289,4.4,Free,Varies with devic,326232,"50,000,000+"
5290,4.6,Free,Varies with devic,318134,"5,000,000+"
5291,3.4,Free,34,2445,"500,000+"
5292,3.9,Free,46,65119,"1,000,000+"
5293,4.3,Free,92,34898,"1,000,000+"
5294,4.4,Free,45,889425,"10,000,000+"
5295,4.5,Free,50,1041836,"10,000,000+"
5296,4.4,Free,9.5,17945,"1,000,000+"
5297,4.2,Free,Varies with devic,82857,"5,000,000+"
5298,4.0,Free,36,47151,"5,000,000+"
5299,4.3,Free,78,107765,"5,000,000+"
5300,4.4,Free,Varies with devic,57556,"5,000,000+"
5301,4.2,Free,22,37165,"1,000,000+"
5302,4.0,Free,48,174127,"5,000,000+"
5303,4.4,Free,1.5,4706,"1,000,000+"
5304,4.6,Paid,40,73919,"500,000+"
5305,4.0,Free,6.5,532,"100,000+"
5306,4.4,Free,51,344819,"5,000,000+"
5307,3.5,Free,12,9335,"1,000,000+"
5308,4.6,Paid,50,100805,"1,000,000+"
5309,4.0,Free,40,15875,"1,000,000+"
5310,4.0,Free,54,23168,"1,000,000+"
5311,4.1,Free,45,2628,"100,000+"
5312,4.1,Free,63,235486,"10,000,000+"
5313,3.3,Free,4.0,2717,"100,000+"
5314,3.9,Free,69,24123,"1,000,000+"
5315,4.1,Free,39,7728,"500,000+"
5316,4.2,Free,55,2180,"100,000+"
5317,4.0,Free,46,59223,"5,000,000+"
5318,4.5,Paid,99,16162,"100,000+"
5319,3.8,Free,91,596,"100,000+"
5320,3.5,Free,21,1976,"100,000+"
5321,4.3,Free,46,6698,"500,000+"
5322,4.6,Paid,45,21266,"100,000+"
5323,4.7,Free,24,4041,"10,000+"
5324,3.8,Free,52,2691,"100,000+"
5325,4.7,Paid,50,27856,"100,000+"
5326,4.8,Free,63,5369,"50,000+"
5327,3.2,Free,5.8,9126,"1,000,000+"
5328,4.5,Free,Varies with devic,568922,"100,000,000+"
5329,3.9,Free,23,85278,"1,000,000+"
5330,3.6,Free,23,16521,"1,000,000+"
5331,3.7,Free,26,70,"10,000+"
5332,4.4,Free,8.8,28,"1,000+"
5333,4.1,Free,27,91667,"1,000,000+"
5334,4.0,Free,2.1,664,"100,000+"
5335,3.1,Free,12,212,"50,000+"
5336,4.0,Free,5.0,1185,"100,000+"
5337,2.8,Paid,23,440,"10,000+"
5338,3.7,Free,8.2,681,"10,000+"
5339,2.7,Free,14,17,"1,000+"
5340,3.9,Free,8.5,623,"100,000+"
5341,3.8,Free,Varies with devic,14657,"1,000,000+"
5342,3.6,Free,47,2433,"100,000+"
5343,4.5,Free,12,1827,"100,000+"
5344,3.5,Free,17,30,"1,000+"
5345,4.0,Free,3.9,97,"10,000+"
5346,3.8,Free,4.1,762,"100,000+"
5347,3.6,Free,15,58,"10,000+"
5348,4.2,Free,3.3,16,"1,000+"
5349,4.4,Free,6.7,128,"50,000+"
5350,4.0,Free,11,498,"10,000+"
5351,4.7,Free,4.1,48,"1,000+"
5352,4.1,Free,31,23609,"1,000,000+"
5353,4.0,Free,25,24312,"500,000+"
5354,4.7,Free,5.8,57,"10,000+"
5355,3.8,Free,12,874,"100,000+"
5356,5.0,Free,14,2,"1,000+"
5357,4.4,Free,78,27,"10,000+"
5358,4.0,Free,44,29462,"1,000,000+"
5359,3.8,Free,85,159063,"1,000,000+"
5360,4.1,Free,9.8,294,"10,000+"
5361,4.3,Free,5.7,697,"50,000+"
5362,4.5,Free,Varies with devic,6207063,"100,000,000+"
5363,4.4,Free,Varies with devic,631,"100,000+"
5364,3.4,Free,46,617,"100,000+"
5365,4.1,Free,30,215,"10,000+"
5366,4.1,Free,47,25,"5,000+"
5367,3.8,Free,23,6,"1,000+"
5368,4.3,Paid,Varies with devic,35,"1,000+"
5369,4.4,Free,91,1275373,"10,000,000+"
5370,4.4,Free,44,43,"1,000+"
5371,4.8,Free,Varies with devic,258277,"10,000,000+"
5372,3.3,Free,4.8,171,"10,000+"
5373,3.3,Free,9.5,1434,"100,000+"
5374,4.4,Free,19,22,"5,000+"
5375,3.7,Free,7.3,701,"100,000+"
5376,3.4,Free,1.8,2420,"1,000,000+"
5377,2.3,Free,5.7,251,"50,000+"
5378,3.3,Free,7.3,11,"1,000+"
5379,2.7,Paid,4.0,90,"5,000+"
5380,4.6,Free,26,1170641,"10,000,000+"
5381,3.5,Free,5.6,174,"50,000+"
5382,3.4,Free,7.3,150,"50,000+"
5383,4.3,Free,49,259,"10,000+"
5384,4.1,Free,8.7,9,"1,000+"
5385,4.7,Free,49,2598579,"50,000,000+"
5386,4.4,Free,20,574719,"10,000,000+"
5387,3.8,Free,7.3,250,"50,000+"
5388,3.0,Free,322,78,"10,000+"
5389,4.4,Free,6.3,98,"10,000+"
5390,4.2,Free,3.4,27,"5,000+"
5391,4.5,Free,22,24,"1,000+"
5392,3.5,Free,25,91,"10,000+"
5393,4.5,Free,6.3,78629,"1,000,000+"
5394,4.3,Free,82,955614,"10,000,000+"
5395,4.5,Free,8.7,82,"5,000+"
5396,4.5,Free,24,648380,"10,000,000+"
5397,4.0,Free,Varies with devic,7317,"1,000,000+"
5398,4.8,Free,43,4,100+
5399,4.3,Free,3.7,1659,"100,000+"
5400,1.7,Free,13,14,"1,000+"
5401,4.3,Free,Varies with devic,18325,"1,000,000+"
5402,4.2,Free,3.9,8,"5,000+"
5403,4.2,Free,3.0,725,"100,000+"
5404,4.3,Free,3.0,2158,"100,000+"
5405,4.0,Free,46,7718,"100,000+"
5406,4.2,Free,3.0,249,"50,000+"
5407,4.6,Free,17,9,500+
5408,4.1,Free,63,29062,"1,000,000+"
5409,4.6,Free,17,11,"1,000+"
5410,4.1,Free,2.9,484,"100,000+"
5411,4.0,Free,2.9,202,"50,000+"
5412,3.3,Paid,2.7,40,"1,000+"
5413,4.1,Free,Varies with devic,1948,"100,000+"
5414,4.0,Free,4.7,9,500+
5415,4.4,Free,3.0,52,"5,000+"
5416,4.2,Free,3.0,294,"50,000+"
5417,3.8,Free,Varies with devic,35572,"1,000,000+"
5418,3.1,Free,31,20973,"5,000,000+"
5419,5.0,Free,4.3,5,"1,000+"
5420,4.2,Free,63,492,"100,000+"
5421,4.7,Free,8.6,114,"5,000+"
5422,4.4,Free,57,1604146,"10,000,000+"
5423,4.6,Paid,Varies with devic,285,"10,000+"
5424,4.4,Free,13,260137,"10,000,000+"
5425,2.9,Free,5.6,2079,"100,000+"
5426,2.7,Free,Varies with devic,8346,"1,000,000+"
5427,4.6,Paid,Varies with devic,7264,"100,000+"
5428,4.0,Free,Varies with devic,6205,"100,000+"
5429,3.8,Free,23,1156,"100,000+"
5430,4.8,Free,1.6,6,"1,000+"
5431,5.0,Free,24,1,100+
5432,3.9,Paid,5.9,127,"1,000+"
5433,4.2,Free,Varies with devic,19666,"1,000,000+"
5434,4.1,Free,Varies with devic,2808,"100,000+"
5435,4.7,Free,44,54,"10,000+"
5436,4.2,Free,30,24775,"100,000+"
5437,4.2,Free,76,3845,"500,000+"
5438,3.7,Free,976,244,"10,000+"
5439,4.1,Free,10,15765,"1,000,000+"
5440,4.1,Free,44,305,"10,000+"
5441,3.8,Free,19,141,"10,000+"
5442,4.6,Free,3.0,4546,"100,000+"
5443,4.4,Free,15,21,"5,000+"
5444,4.2,Free,43,924,"100,000+"
5445,4.4,Free,2.6,569,"50,000+"
5446,4.6,Free,31,29,"1,000+"
5447,5.0,Free,25,8,50+
5448,4.5,Free,33,52,"5,000+"
5449,3.5,Free,7.4,17,"5,000+"
5450,3.9,Free,2.3,56,"10,000+"
5451,4.4,Free,42,15806,"1,000,000+"
5452,3.0,Free,Varies with devic,2,10+
5453,3.1,Free,9.1,440,"50,000+"
5454,4.4,Free,2.8,69,"50,000+"
5455,3.0,Free,30,94,"10,000+"
5456,3.7,Free,14,53,"1,000+"
5457,3.7,Free,37,291,"100,000+"
5458,3.9,Free,52,71,"10,000+"
5459,4.8,Free,4.4,53,"1,000+"
5460,4.6,Free,32,6344,"500,000+"
5461,4.6,Free,3.4,10,500+
5462,4.5,Free,23,12,"1,000+"
5463,4.3,Free,61,6,"1,000+"
5464,5.0,Free,15,7,100+
5465,4.3,Free,64,10446,"500,000+"
5466,4.7,Free,12,9,100+
5467,4.0,Free,4.4,82,"5,000+"
5468,3.8,Free,3.6,11,"5,000+"
5469,5.0,Free,2.9,2,100+
5470,4.8,Free,10,111,"5,000+"
5471,4.5,Free,7.2,11,100+
5472,4.3,Free,3.8,12,500+
5473,3.7,Free,1.1,1213,"500,000+"
5474,4.3,Free,1.9,72,"10,000+"
5475,3.8,Free,36,489,"10,000+"
5476,4.5,Paid,Varies with devic,484,"1,000+"
5477,4.6,Free,17,23,"10,000+"
5478,4.1,Free,Varies with devic,2954,"100,000+"
5479,4.2,Free,4.3,27,"10,000+"
5480,5.0,Free,4.0,41,"1,000+"
5481,4.3,Free,Varies with devic,7168735,"1,000,000,000+"
5482,3.3,Free,5.1,115,"10,000+"
5483,3.6,Free,2.7,9895,"1,000,000+"
5484,4.0,Free,97,162530,"10,000,000+"
5485,4.0,Free,19,39779,"5,000,000+"
5486,4.0,Free,100,254518,"10,000,000+"
5487,4.3,Free,Varies with devic,647721,"10,000,000+"
5488,4.2,Free,73,88901,"10,000,000+"
5489,4.3,Free,100,65146,"10,000,000+"
5490,4.2,Free,18,104551,"10,000,000+"
5491,4.5,Free,18,66321,"5,000,000+"
5492,4.3,Free,44,29270,"5,000,000+"
5493,4.6,Free,Varies with devic,751911,"10,000,000+"
5494,4.4,Free,5.2,1520,"100,000+"
5495,4.2,Free,8.9,97,"10,000+"
5496,4.2,Free,34,11087,"1,000,000+"
5497,4.2,Free,30,26426,"1,000,000+"
5498,3.4,Free,1.6,2332,"100,000+"
5499,3.2,Free,4.4,2728,"500,000+"
5500,4.0,Free,3.7,60,"5,000+"
5501,4.6,Free,11,227,"10,000+"
5502,3.2,Free,4.7,24,"10,000+"
5503,4.4,Free,33,132,"10,000+"
5504,4.0,Free,13,463,"10,000+"
5505,4.7,Free,14,70,"1,000+"
5506,3.7,Free,7.3,3,500+
5507,3.9,Free,Varies with devic,306,"100,000+"
5508,4.2,Free,37,162,"10,000+"
5509,4.1,Free,13,44,"1,000+"
5510,3.5,Free,13,24,"10,000+"
5511,4.8,Free,8.4,12,500+
5512,4.3,Free,45,201,"10,000+"
5513,3.9,Free,7.9,386,"50,000+"
5514,3.5,Free,11,100,"10,000+"
5515,4.3,Free,6.2,285,"10,000+"
5516,4.4,Free,3.7,16,"1,000+"
5517,4.8,Free,6.0,13,100+
5518,3.9,Free,8.8,9,"1,000+"
5519,3.8,Free,22,43,"10,000+"
5520,4.2,Free,30,109,"10,000+"
5521,4.0,Free,11,5300,"1,000,000+"
5522,4.0,Free,4.1,265,"100,000+"
5523,4.4,Free,3.4,13,"1,000+"
5524,4.7,Free,13,65,"5,000+"
5525,4.5,Free,39,112,"10,000+"
5526,4.3,Free,5.1,367,"100,000+"
5527,3.3,Free,4.7,126,"5,000+"
5528,4.3,Free,5.5,127,"10,000+"
5529,4.1,Free,5.3,134,"10,000+"
5530,2.1,Free,2.8,149,"50,000+"
5531,3.7,Paid,9.0,40,"1,000+"
5532,4.2,Free,51,25726,"1,000,000+"
5533,4.4,Paid,206,31,"1,000+"
5534,4.2,Paid,954,23,500+
5535,2.1,Free,26,87,"5,000+"
5536,2.4,Paid,9.4,36,"1,000+"
5537,4.1,Free,2.4,22,"5,000+"
5538,3.1,Free,5.8,1734,"500,000+"
5539,5.0,Paid,20,2,1+
5540,3.5,Free,35,196,"10,000+"
5541,4.2,Free,17,20,"10,000+"
5542,4.7,Free,42,303,"10,000+"
5543,4.8,Free,35,23,"10,000+"
5544,4.5,Free,26,226,"100,000+"
5545,4.6,Free,17,66,"10,000+"
5546,4.6,Free,60,32,"10,000+"
5547,4.9,Free,25,285,"10,000+"
5548,4.8,Free,38,1491,"50,000+"
5549,4.0,Free,2.0,13,"1,000+"
5550,3.9,Free,2.5,592,"100,000+"
5551,4.1,Free,9.2,181,"10,000+"
5552,4.1,Free,444,690,"50,000+"
5553,4.5,Free,15,227,"50,000+"
5554,4.2,Free,12,287,"50,000+"
5555,4.0,Free,4.4,677,"10,000+"
5556,4.4,Free,14,27,100+
5557,1.9,Free,6.7,8,"1,000+"
5558,3.7,Free,2.2,26,"5,000+"
5559,4.2,Free,Varies with devic,79826,"1,000,000+"
5560,4.0,Free,5.7,3647,"100,000+"
5561,4.3,Free,87,242096,"10,000,000+"
5562,2.5,Free,30,862,"100,000+"
5563,4.4,Free,68,3452530,"100,000,000+"
5564,3.7,Free,Varies with devic,16973,"5,000,000+"
5565,4.7,Free,19,1424,"100,000+"
5566,4.6,Free,40,169661,"10,000,000+"
5567,4.4,Paid,49,172,"5,000+"
5568,4.3,Free,52,7441,"500,000+"
5569,4.4,Paid,63,55,"1,000+"
5570,2.6,Free,24,496,"100,000+"
5571,3.6,Paid,6.0,25,"1,000+"
5572,3.8,Free,17,11,"1,000+"
5573,4.4,Paid,4.2,31,100+
5574,4.4,Free,32,21,"1,000+"
5575,3.0,Free,717,10,"5,000+"
5576,4.2,Free,Varies with devic,43252,"5,000,000+"
5577,3.7,Free,4.3,492,"50,000+"
5578,5.0,Paid,7.2,5,50+
5579,4.2,Free,1.2,8,500+
5580,4.8,Free,31,4,100+
5581,4.4,Free,17,7,500+
5582,4.1,Free,46,36151,"1,000,000+"
5583,4.7,Free,20,113,"1,000+"
5584,4.7,Paid,8.3,8343,"50,000+"
5585,3.3,Free,5.0,27,"5,000+"
5586,4.0,Free,22,209,"10,000+"
5587,1.0,Paid,2.0,1,50+
5588,4.4,Free,12,382,"10,000+"
5589,4.2,Free,5.5,5,500+
5590,4.4,Free,14,8,"1,000+"
